Week,Season,Air Travel,Hotel and Acc,Rail Travel,Shopping,Covid 19,Travel Guides & Travelogues,Car Rental & Taxi Services,Tourist Destinations,Image Search,W1,W2,W3,Weekwise Tourists
24-05-2015,2,71,70,74,0,0,100,0,89,91,0.415607,-0.43195,-0.63914,94570.23
31-05-2015,2,94,65,0,0,0,98,0,98,100,0.415607,-0.43195,-0.63914,104260.6
07-06-2015,2,100,70,0,0,0,93,0,83,84,0.415607,-0.43195,-0.63914,105875.7
14-06-2015,2,62,100,0,71,0,100,0,79,99,0.415607,-0.43195,-0.63914,105875.7
21-06-2015,2,47,53,72,0,0,65,52,72,62,-0.41561,0.431946,0.639136,105875.7
28-06-2015,3,63,25,0,0,0,47,0,49,55,-0.41561,0.431946,0.639136,92739.82
05-07-2015,3,46,0,0,0,0,56,0,40,38,-0.41561,0.431946,0.639136,82887.9
12-07-2015,3,43,21,0,0,0,42,0,43,55,0.585061,0.590708,0.501644,82887.9
19-07-2015,3,23,21,0,22,0,42,0,45,56,-0.41561,0.431946,0.639136,82887.9
26-07-2015,3,34,41,0,0,0,37,0,36,47,0.585061,0.590708,0.501644,82416.23
02-08-2015,3,52,34,0,0,0,34,0,40,48,-0.41561,0.431946,0.639136,79586.16
09-08-2015,3,36,34,0,0,0,41,0,35,30,-0.41561,0.431946,0.639136,79586.16
16-08-2015,3,16,0,51,0,0,54,18,41,32,-0.90775,0.529753,0.258209,79586.16
23-08-2015,3,44,33,0,32,0,32,0,38,27,0.585061,0.590708,0.501644,79586.16
30-08-2015,3,33,0,0,31,0,39,0,37,35,-0.41561,0.431946,0.639136,77309.07
06-09-2015,3,14,0,0,17,0,30,0,46,35,-0.41561,0.431946,0.639136,76398.23
13-09-2015,3,32,56,18,34,0,42,0,38,50,-0.50422,0.462215,0.100223,76398.23
20-09-2015,3,30,32,0,33,0,60,0,55,35,0.535963,-0.23706,0.493636,76398.23
27-09-2015,4,50,43,0,15,0,46,0,53,66,0.585061,0.590708,0.501644,69394.97
04-10-2015,4,20,70,35,25,0,46,0,52,48,-0.41561,0.431946,0.639136,60057.29
11-10-2015,4,49,15,0,22,0,52,0,44,51,-0.90775,0.529753,0.258209,60057.29
18-10-2015,4,44,84,0,100,0,81,0,50,50,-0.58506,-0.59071,-0.50164,60057.29
25-10-2015,4,66,0,0,66,0,73,0,44,61,0.092922,0.688516,0.120717,60057.29
01-11-2015,4,41,19,0,42,0,54,19,59,51,-0.41561,0.431946,0.639136,68361.53
08-11-2015,4,24,0,0,0,0,56,0,47,43,-0.04479,-0.10898,-0.4262,68361.53
15-11-2015,4,49,0,24,0,0,51,0,58,57,-0.90775,0.529753,0.258209,68361.53
22-11-2015,4,51,64,0,0,0,56,0,54,62,-0.95684,-0.29801,0.250201,68361.53
29-11-2015,4,38,36,0,0,0,39,23,49,61,-0.41561,0.431946,0.639136,34291.06
06-12-2015,4,37,59,0,0,0,76,24,56,58,0.044792,0.108978,0.426204,20662.87
13-12-2015,4,24,0,0,0,0,87,33,55,39,0.044792,0.108978,0.426204,20662.87
20-12-2015,4,24,76,0,15,0,86,100,55,58,0.004307,0.718785,-0.4182,20662.87
27-12-2015,4,56,39,0,0,0,70,0,50,49,0.415607,-0.43195,-0.63914,24191.19
03-01-2016,1,26,34,0,39,0,42,79,74,56,-0.41561,0.431946,0.639136,33012
10-01-2016,1,20,0,0,0,0,43,27,64,56,0.585061,0.590708,0.501644,33012
17-01-2016,1,24,0,0,18,0,38,0,56,61,-0.41561,0.431946,0.639136,33012
24-01-2016,1,29,22,100,0,0,39,0,57,56,-0.90775,0.529753,0.258209,33012
31-01-2016,1,7,38,0,24,0,32,0,47,46,-0.41561,0.431946,0.639136,31555.71
07-02-2016,1,25,0,0,15,0,49,29,48,38,1.04546,0.267741,0.288712,31313
14-02-2016,1,36,22,0,0,0,41,0,51,41,0.585061,0.590708,0.501644,31313
21-02-2016,1,48,16,0,48,0,33,33,65,41,0.044792,0.108978,0.426204,31313
28-02-2016,1,58,67,0,71,0,44,40,59,47,0.585061,0.590708,0.501644,62633.83
06-03-2016,1,60,64,0,0,0,53,0,63,61,0.044792,0.108978,0.426204,75162.16
13-03-2016,1,40,22,0,17,0,66,0,69,50,-0.41561,0.431946,0.639136,75162.16
20-03-2016,1,65,34,0,23,0,48,95,87,59,0.447348,-0.20679,-0.04528,75162.16
27-03-2016,2,17,50,0,18,0,51,0,68,62,-0.41561,0.431946,0.639136,77844.59
03-04-2016,2,73,21,63,23,0,58,62,90,70,0.585061,0.590708,0.501644,84550.67
10-04-2016,2,53,16,0,61,0,52,0,90,58,0.447348,-0.20679,-0.04528,84550.67
17-04-2016,2,66,100,0,20,0,50,0,77,59,-0.55332,-0.36555,0.092215,84550.67
24-04-2016,2,69,0,79,36,0,55,0,83,69,-0.41561,0.431946,0.639136,84550.67
01-05-2016,2,98,49,0,19,0,62,0,93,74,-0.41561,0.431946,0.639136,97391.45
08-05-2016,2,64,58,0,58,0,59,0,80,83,-0.41561,0.431946,0.639136,97391.45
15-05-2016,2,75,61,0,22,0,82,0,89,97,-0.41561,0.431946,0.639136,97391.45
22-05-2016,2,69,50,0,46,0,83,0,88,100,0.415607,-0.43195,-0.63914,97391.45
29-05-2016,2,54,99,0,31,0,74,0,100,96,0.415607,-0.43195,-0.63914,102077.6
05-06-2016,2,100,50,0,25,0,100,0,94,92,0.415607,-0.43195,-0.63914,105592.2
12-06-2016,2,67,66,0,15,0,64,0,86,95,0.415607,-0.43195,-0.63914,105592.2
19-06-2016,2,28,78,0,21,0,59,75,61,72,-0.90775,0.529753,0.258209,105592.2
26-06-2016,3,37,40,0,31,0,49,100,54,72,0.585061,0.590708,0.501644,100475.3
03-07-2016,3,61,16,82,0,0,49,38,45,63,-0.46471,-0.39582,0.631128,87683.13
10-07-2016,3,17,51,0,12,0,41,0,43,48,-0.41561,0.431946,0.639136,87683.13
17-07-2016,3,41,22,95,15,0,28,0,39,60,-0.90775,0.529753,0.258209,87683.13
24-07-2016,3,34,39,0,14,0,36,0,50,53,-0.41561,0.431946,0.639136,87683.13
31-07-2016,3,44,38,0,36,0,25,0,43,50,-0.41561,0.431946,0.639136,84597.39
07-08-2016,3,33,0,0,13,0,34,0,47,44,-0.41561,0.431946,0.639136,84083.1
14-08-2016,3,21,0,58,16,0,29,0,35,32,-0.09292,-0.68852,-0.12072,84083.1
21-08-2016,3,27,31,0,0,0,28,0,38,54,-0.50422,0.462215,0.100223,84083.1
28-08-2016,3,20,20,0,19,0,35,0,46,48,-0.41561,0.431946,0.639136,83062.78
04-09-2016,3,27,35,0,28,0,48,0,34,51,0.044792,0.108978,0.426204,81702.37
11-09-2016,3,28,0,0,20,0,35,0,58,47,-0.90775,0.529753,0.258209,81702.37
18-09-2016,3,25,18,0,18,0,29,0,59,59,-0.50422,0.462215,0.100223,81702.37
25-09-2016,4,15,14,0,28,0,32,0,48,59,-0.41561,0.431946,0.639136,78698.44
02-10-2016,4,33,0,0,10,0,47,0,45,60,0.585061,0.590708,0.501644,60674.87
09-10-2016,4,39,15,0,100,0,73,36,58,73,-0.95684,-0.29801,0.250201,60674.87
16-10-2016,4,21,37,0,55,0,47,0,56,68,-0.46471,-0.39582,0.631128,60674.87
23-10-2016,4,22,0,0,26,0,35,0,51,39,-0.41561,0.431946,0.639136,60674.87
30-10-2016,4,27,27,0,19,0,32,0,54,51,-0.44735,0.206785,0.045278,68372.01
06-11-2016,4,26,0,0,33,0,31,0,44,51,-0.41561,0.431946,0.639136,71450.87
13-11-2016,4,21,22,0,25,0,19,23,51,39,0.044792,0.108978,0.426204,71450.87
20-11-2016,4,19,72,0,0,0,35,0,55,51,-0.50422,0.462215,0.100223,71450.87
27-11-2016,4,34,32,0,14,0,40,0,57,64,-0.41561,0.431946,0.639136,50600.16
04-12-2016,4,33,27,0,19,0,35,0,53,62,-0.41561,0.431946,0.639136,22799.23
11-12-2016,4,42,0,52,20,0,42,0,52,56,-0.90775,0.529753,0.258209,22799.23
18-12-2016,4,26,0,47,11,0,55,0,61,57,-0.46471,-0.39582,0.631128,22799.23
25-12-2016,4,33,32,0,35,0,49,0,69,62,0.415607,-0.43195,-0.63914,22799.23
01-01-2017,1,48,30,0,21,0,72,0,56,61,-0.50422,0.462215,0.100223,41143.74
08-01-2017,1,53,16,0,11,0,55,0,65,69,-0.41561,0.431946,0.639136,41143.74
15-01-2017,1,44,0,0,39,0,35,0,57,58,-0.41561,0.431946,0.639136,41143.74
22-01-2017,1,33,0,0,39,0,46,0,49,40,-0.50422,0.462215,0.100223,41143.74
29-01-2017,1,62,0,0,19,0,43,0,47,46,-0.46471,-0.39582,0.631128,38151.6
05-02-2017,1,40,0,0,12,0,44,0,43,56,0.585061,0.590708,0.501644,35907.5
12-02-2017,1,53,13,0,20,0,38,30,50,46,-0.90775,0.529753,0.258209,35907.5
19-02-2017,1,50,35,0,28,0,29,0,64,74,0.092922,0.688516,0.120717,35907.5
26-02-2017,1,68,32,0,24,0,42,82,62,60,-0.41561,0.431946,0.639136,60218.35
05-03-2017,1,53,18,0,28,0,49,0,63,58,-0.41561,0.431946,0.639136,78451.48
12-03-2017,1,62,37,44,0,0,44,0,70,62,0.044792,0.108978,0.426204,78451.48
19-03-2017,1,45,0,0,36,0,43,0,69,61,0.044792,0.108978,0.426204,78451.48
26-03-2017,2,82,26,0,42,0,39,0,74,67,-0.90775,0.529753,0.258209,80065.23
02-04-2017,2,62,16,0,23,0,44,48,78,63,-0.90775,0.529753,0.258209,89747.7
09-04-2017,2,64,45,91,67,0,56,38,73,62,0.004307,0.718785,-0.4182,89747.7
16-04-2017,2,100,27,0,36,0,42,0,94,82,-0.41561,0.431946,0.639136,89747.7
23-04-2017,2,90,43,67,19,0,57,0,78,46,-0.41561,0.431946,0.639136,89747.7
30-04-2017,2,63,19,0,9,0,52,0,82,78,0.044792,0.108978,0.426204,104191.4
07-05-2017,2,98,56,59,19,0,69,0,88,67,-0.95684,-0.29801,0.250201,106598.7
14-05-2017,2,61,59,0,23,0,78,0,95,86,-0.41561,0.431946,0.639136,106598.7
21-05-2017,2,89,48,0,38,0,100,0,92,80,0.415607,-0.43195,-0.63914,106598.7
28-05-2017,2,84,78,0,30,0,98,0,94,86,0.415607,-0.43195,-0.63914,112153.2
04-06-2017,2,100,55,0,48,0,96,0,100,82,0.415607,-0.43195,-0.63914,119559.3
11-06-2017,2,91,39,0,17,0,90,40,87,100,0.415607,-0.43195,-0.63914,119559.3
18-06-2017,2,79,100,0,22,0,90,0,78,84,0.996361,-0.56002,0.280704,119559.3
25-06-2017,3,55,18,0,56,0,67,0,47,83,0.044792,0.108978,0.426204,115366.7
02-07-2017,3,36,8,0,23,0,52,50,51,76,-0.41561,0.431946,0.639136,90210.81
09-07-2017,3,50,8,0,20,0,50,0,52,63,-0.41561,0.431946,0.639136,90210.81
16-07-2017,3,37,34,0,17,0,43,0,44,48,-0.41561,0.431946,0.639136,90210.81
23-07-2017,3,21,7,0,0,0,39,39,36,43,-0.41561,0.431946,0.639136,90210.81
30-07-2017,3,31,0,0,26,0,34,0,36,42,-0.41561,0.431946,0.639136,80700.16
06-08-2017,3,32,0,0,15,0,30,0,39,52,0.044792,0.108978,0.426204,76895.9
13-08-2017,3,39,0,0,0,0,34,0,44,56,-0.53596,0.237055,-0.49364,76895.9
20-08-2017,3,54,11,0,17,0,34,0,38,41,0.585061,0.590708,0.501644,76895.9
27-08-2017,3,28,0,56,18,0,36,0,33,59,-0.41561,0.431946,0.639136,79773.51
03-09-2017,3,27,14,42,56,0,38,0,50,64,0.044792,0.108978,0.426204,86967.53
10-09-2017,3,10,20,0,0,0,37,54,45,41,-0.41561,0.431946,0.639136,86967.53
17-09-2017,3,41,14,0,42,0,52,35,47,43,-0.50422,0.462215,0.100223,86967.53
24-09-2017,4,43,29,91,90,0,82,0,56,48,-0.04479,-0.10898,-0.4262,86967.53
01-10-2017,4,67,13,0,100,0,73,0,60,46,-0.04382,0.139248,-0.11271,64386.9
08-10-2017,4,44,17,0,28,0,46,0,57,36,-0.41561,0.431946,0.639136,64386.9
15-10-2017,4,27,10,0,21,0,36,0,52,25,0.447348,-0.20679,-0.04528,64386.9
22-10-2017,4,38,0,100,15,0,48,0,64,55,-0.50422,0.462215,0.100223,64386.9
29-10-2017,4,54,22,0,13,0,37,0,63,51,-0.90775,0.529753,0.258209,68849.45
05-11-2017,4,53,0,0,31,0,39,39,55,69,-0.41561,0.431946,0.639136,72196.37
12-11-2017,4,52,8,0,14,0,44,45,62,65,-0.41561,0.431946,0.639136,72196.37
19-11-2017,4,42,0,0,42,0,41,0,66,64,0.585061,0.590708,0.501644,72196.37
26-11-2017,4,54,0,0,55,0,36,100,60,54,-0.41561,0.431946,0.639136,59014.51
03-12-2017,4,56,48,0,14,0,46,31,60,28,-0.41561,0.431946,0.639136,26059.87
10-12-2017,4,28,24,70,45,0,63,37,74,75,-0.46471,-0.39582,0.631128,26059.87
17-12-2017,4,56,19,0,10,0,60,0,74,46,-0.55332,-0.36555,0.092215,26059.87
24-12-2017,4,72,38,0,27,0,57,0,78,62,0.415607,-0.43195,-0.63914,26059.87
31-12-2017,1,63,11,0,52,0,58,59,62,56,0.044792,0.108978,0.426204,32080.58
07-01-2018,1,63,28,0,49,0,50,56,64,45,-0.41561,0.431946,0.639136,33084.03
14-01-2018,1,63,17,33,54,0,55,0,71,36,-0.41561,0.431946,0.639136,33084.03
21-01-2018,1,59,44,0,26,0,53,0,58,45,1.04546,0.267741,0.288712,33084.03
28-01-2018,1,33,40,0,26,0,40,0,59,38,-0.46471,-0.39582,0.631128,30637.73
04-02-2018,1,43,20,0,16,0,42,0,61,51,-0.41561,0.431946,0.639136,27376
11-02-2018,1,59,25,0,39,0,53,0,63,53,0.043823,-0.13925,0.112709,27376
18-02-2018,1,54,23,100,38,0,47,0,67,53,0.044792,0.108978,0.426204,27376
25-02-2018,1,65,0,0,0,0,45,38,69,37,0.496446,0.620978,-0.03727,43252.24
04-03-2018,1,48,0,0,20,0,45,0,71,49,-0.41561,0.431946,0.639136,64420.55
11-03-2018,1,69,20,0,25,0,48,68,88,58,-0.41561,0.431946,0.639136,64420.55
18-03-2018,1,93,34,41,33,0,46,79,76,40,-0.90775,0.529753,0.258209,64420.55
25-03-2018,2,69,44,0,13,0,53,0,86,53,0.496446,0.620978,-0.03727,64420.55
01-04-2018,2,84,67,0,28,0,51,0,90,45,-0.41561,0.431946,0.639136,77114.33
08-04-2018,2,83,21,0,39,0,52,0,74,48,-0.41561,0.431946,0.639136,77114.33
15-04-2018,2,75,10,66,0,0,55,44,85,39,-0.41561,0.431946,0.639136,77114.33
22-04-2018,2,75,37,0,0,0,50,0,81,60,-0.41561,0.431946,0.639136,77114.33
29-04-2018,2,77,45,0,12,0,79,0,97,53,-0.44735,0.206785,0.045278,88773.63
06-05-2018,2,90,30,0,15,0,83,0,93,69,-0.46471,-0.39582,0.631128,93437.35
13-05-2018,2,87,68,0,33,0,86,0,100,79,-0.41561,0.431946,0.639136,93437.35
20-05-2018,2,83,61,77,53,0,87,0,96,92,0.415607,-0.43195,-0.63914,93437.35
27-05-2018,2,70,100,0,19,0,94,0,87,70,0.415607,-0.43195,-0.63914,97218.83
03-06-2018,2,100,51,0,33,0,100,70,83,81,0.415607,-0.43195,-0.63914,106672.5
10-06-2018,2,81,68,0,34,0,85,100,76,100,0.415607,-0.43195,-0.63914,106672.5
17-06-2018,2,56,73,0,28,0,78,0,71,54,-0.53596,0.237055,-0.49364,106672.5
24-06-2018,3,76,25,0,8,0,65,0,47,53,-0.41561,0.431946,0.639136,106672.5
01-07-2018,3,52,30,0,19,0,44,0,42,42,-0.41561,0.431946,0.639136,66306.94
08-07-2018,3,32,13,0,8,0,46,0,52,47,-0.41561,0.431946,0.639136,66306.94
15-07-2018,3,51,28,0,29,0,38,0,45,42,-0.41561,0.431946,0.639136,66306.94
22-07-2018,3,57,15,0,20,0,35,0,44,36,0.585061,0.590708,0.501644,66306.94
29-07-2018,3,21,28,0,13,0,32,0,42,34,-0.41561,0.431946,0.639136,56921.13
05-08-2018,3,22,24,0,12,0,31,0,34,51,-0.41561,0.431946,0.639136,49881.77
12-08-2018,3,31,16,0,24,0,44,0,39,29,0.535963,-0.23706,0.493636,49881.77
19-08-2018,3,25,24,0,28,0,34,0,39,70,0.535963,-0.23706,0.493636,49881.77
26-08-2018,3,37,37,0,18,0,34,0,41,26,-0.41561,0.431946,0.639136,48470.84
02-09-2018,3,31,33,0,17,0,37,0,42,64,0.044792,0.108978,0.426204,40005.23
09-09-2018,3,50,12,0,26,0,34,0,42,36,-0.50422,0.462215,0.100223,40005.23
16-09-2018,3,34,23,0,23,0,30,0,37,43,0.585061,0.590708,0.501644,40005.23
23-09-2018,4,59,22,41,44,0,73,0,71,68,-0.41561,0.431946,0.639136,40005.23
30-09-2018,4,15,11,30,19,0,43,0,43,44,-0.90775,0.529753,0.258209,44721.23
07-10-2018,4,39,16,0,29,0,40,0,40,27,-0.46471,-0.39582,0.631128,45507.23
14-10-2018,4,45,26,35,100,0,85,0,43,49,0.415607,-0.43195,-0.63914,45507.23
21-10-2018,4,37,29,0,58,0,66,0,51,17,-0.46471,-0.39582,0.631128,45507.23
28-10-2018,4,33,34,0,49,0,47,28,49,39,-0.46471,-0.39582,0.631128,53232.53
04-11-2018,4,27,14,0,20,0,47,82,45,31,-0.04479,-0.10898,-0.4262,63532.93
11-11-2018,4,37,36,0,35,0,47,0,53,21,-0.90775,0.529753,0.258209,63532.93
18-11-2018,4,61,10,0,17,0,33,33,57,41,0.535963,-0.23706,0.493636,63532.93
25-11-2018,4,32,39,30,33,0,44,0,52,27,-0.41561,0.431946,0.639136,57881.77
02-12-2018,4,54,11,27,44,0,40,0,57,53,0.044792,0.108978,0.426204,23974.77
09-12-2018,4,38,18,0,55,0,54,42,52,68,0.044792,0.108978,0.426204,23974.77
16-12-2018,4,44,27,0,27,0,56,0,51,28,-0.41561,0.431946,0.639136,23974.77
23-12-2018,4,36,23,24,37,0,63,52,60,46,0.415607,-0.43195,-0.63914,23974.77
30-12-2018,4,88,19,49,22,0,74,0,63,44,-0.44735,0.206785,0.045278,30723
06-01-2019,1,49,42,0,33,0,62,50,66,65,-0.41561,0.431946,0.639136,33422.29
13-01-2019,1,48,0,0,17,0,56,0,54,43,-0.90775,0.529753,0.258209,33422.29
20-01-2019,1,47,0,0,37,0,53,0,58,43,-0.41561,0.431946,0.639136,33422.29
27-01-2019,1,55,0,0,24,0,54,0,52,34,-0.41561,0.431946,0.639136,31834.92
03-02-2019,1,38,0,41,26,0,53,52,52,45,-0.90775,0.529753,0.258209,27866.5
10-02-2019,1,44,29,0,18,0,56,0,51,34,-0.50422,0.462215,0.100223,27866.5
17-02-2019,1,39,15,0,36,0,53,0,51,65,-0.90775,0.529753,0.258209,27866.5
24-02-2019,1,51,27,25,25,0,50,0,50,36,0.585061,0.590708,0.501644,38776.19
03-03-2019,1,44,16,0,18,0,39,0,56,52,0.044792,0.108978,0.426204,66050.42
10-03-2019,1,44,0,0,25,0,48,0,64,60,-0.41561,0.431946,0.639136,66050.42
17-03-2019,1,39,22,0,30,0,43,0,75,62,-0.55332,-0.36555,0.092215,66050.42
24-03-2019,2,57,17,0,20,0,45,0,68,35,-0.41561,0.431946,0.639136,66050.42
31-03-2019,2,50,18,55,19,0,40,0,77,54,-0.41561,0.431946,0.639136,74212.77
07-04-2019,2,59,62,31,15,0,46,0,81,51,-0.41561,0.431946,0.639136,75573.17
14-04-2019,2,47,59,36,31,0,54,0,74,79,0.447348,-0.20679,-0.04528,75573.17
21-04-2019,2,63,36,0,36,0,45,0,79,78,-0.41561,0.431946,0.639136,75573.17
28-04-2019,2,60,41,29,21,0,48,0,79,87,-0.46471,-0.39582,0.631128,87110.95
05-05-2019,2,89,53,0,16,0,52,0,90,36,-0.90775,0.529753,0.258209,95764.29
12-05-2019,2,86,29,0,42,0,65,0,99,100,-0.41561,0.431946,0.639136,95764.29
19-05-2019,2,100,86,0,39,0,68,0,87,82,-0.04479,-0.10898,-0.4262,95764.29
26-05-2019,2,80,77,0,15,0,76,0,100,90,0.415607,-0.43195,-0.63914,96264.31
02-06-2019,2,95,100,0,34,0,100,0,95,72,0.415607,-0.43195,-0.63914,99264.43
09-06-2019,2,71,63,43,35,0,82,0,80,92,0.415607,-0.43195,-0.63914,99264.43
16-06-2019,2,61,66,45,30,0,70,0,57,98,0.504222,-0.46222,-0.10022,99264.43
23-06-2019,3,34,31,74,26,0,62,0,60,98,-0.41561,0.431946,0.639136,99264.43
30-06-2019,3,40,30,100,38,0,55,0,48,77,-0.50422,0.462215,0.100223,90463.47
07-07-2019,3,50,21,0,28,0,42,39,54,45,-0.41561,0.431946,0.639136,88996.65
14-07-2019,3,31,20,0,34,0,41,20,44,36,-0.90775,0.529753,0.258209,88996.65
21-07-2019,3,50,17,0,21,0,51,0,40,19,-0.41561,0.431946,0.639136,88996.65
28-07-2019,3,44,0,31,22,0,53,0,38,41,-0.41561,0.431946,0.639136,73036.26
04-08-2019,3,46,31,0,38,0,43,0,37,65,-0.41561,0.431946,0.639136,51755.74
11-08-2019,3,29,11,0,0,0,38,29,35,70,-0.04382,0.139248,-0.11271,51755.74
18-08-2019,3,33,18,0,11,0,41,0,40,65,-0.41561,0.431946,0.639136,51755.74
25-08-2019,3,37,20,0,35,0,27,0,39,41,-0.41561,0.431946,0.639136,51755.74
01-09-2019,3,40,35,0,0,0,32,0,31,82,0.044792,0.108978,0.426204,41187.3
08-09-2019,3,24,18,0,38,0,33,0,31,59,-0.95684,-0.29801,0.250201,41187.3
15-09-2019,3,40,50,0,29,0,35,0,36,47,-0.41561,0.431946,0.639136,41187.3
22-09-2019,4,38,17,0,32,0,37,0,39,53,0.044792,0.108978,0.426204,41187.3
29-09-2019,4,43,12,79,49,0,53,0,35,29,0.535963,-0.23706,0.493636,46975.54
06-10-2019,4,58,23,0,100,0,76,65,42,62,-0.44735,0.206785,0.045278,49290.84
13-10-2019,4,27,23,41,43,0,52,0,42,48,-0.50422,0.462215,0.100223,49290.84
20-10-2019,4,41,57,0,28,0,30,0,35,50,-0.41561,0.431946,0.639136,49290.84
27-10-2019,4,40,32,45,44,0,34,0,31,44,-0.53596,0.237055,-0.49364,55001.88
03-11-2019,4,40,32,0,35,0,51,0,45,50,-0.41561,0.431946,0.639136,69279.47
10-11-2019,4,53,40,0,46,0,45,0,52,21,-0.90775,0.529753,0.258209,69279.47
17-11-2019,4,52,14,0,23,0,39,0,52,55,-0.41561,0.431946,0.639136,69279.47
24-11-2019,4,34,47,0,22,0,51,100,46,67,-0.41561,0.431946,0.639136,69279.47
01-12-2019,4,41,34,0,33,0,42,0,56,85,-0.41561,0.431946,0.639136,26864.42
08-12-2019,4,45,13,0,28,0,66,0,59,62,-0.41561,0.431946,0.639136,26864.42
15-12-2019,4,57,51,0,32,0,69,0,65,42,-0.41561,0.431946,0.639136,26864.42
22-12-2019,4,54,12,0,25,0,70,0,59,98,0.415607,-0.43195,-0.63914,26864.42
29-12-2019,4,58,13,65,24,0,73,0,69,46,-0.58506,-0.59071,-0.50164,32135.65
05-01-2020,1,100,39,0,91,0,100,75,69,100,-0.41561,0.431946,0.639136,36089.06
12-01-2020,1,63,30,71,68,0,90,77,54,26,-0.95684,-0.29801,0.250201,36089.06
19-01-2020,1,57,51,0,59,0,65,0,67,30,-0.41561,0.431946,0.639136,36089.06
26-01-2020,1,47,33,0,51,0,58,0,57,22,-0.46471,-0.39582,0.631128,34726.41
02-02-2020,1,40,37,0,58,0,50,0,52,44,-0.41561,0.431946,0.639136,26550.5
09-02-2020,1,46,20,100,40,0,50,0,53,58,0.585061,0.590708,0.501644,26550.5
16-02-2020,1,69,30,0,50,0,65,0,71,42,0.043823,-0.13925,0.112709,26550.5
23-02-2020,1,43,25,0,36,0,61,0,67,33,-0.41561,0.431946,0.639136,26550.5
01-03-2020,1,63,35,0,39,0,75,0,59,54,-0.41561,0.431946,0.639136,30266.42
08-03-2020,1,39,69,0,45,14,69,36,49,34,-0.44735,0.206785,0.045278,30266.42
15-03-2020,1,41,34,0,27,19,34,0,30,24,0.585061,0.590708,0.501644,30266.42
22-03-2020,2,14,29,0,28,112,41,0,24,24,-0.46471,-0.39582,0.631128,30266.42
29-03-2020,2,0,0,0,10,132,39,100,27,0,-0.50422,0.462215,0.100223,12971.32
05-04-2020,2,8,0,0,19,146,35,60,25,10,0.956845,0.29801,-0.2502,0
12-04-2020,2,7,20,0,0,88,46,0,19,16,-0.44735,0.206785,0.045278,0
19-04-2020,2,22,0,0,63,44,49,0,20,28,-0.41561,0.431946,0.639136,0
26-04-2020,2,0,15,37,58,180,51,0,26,0,0.585061,0.590708,0.501644,5.806452
03-05-2020,2,24,0,0,35,488,47,0,34,9,-0.50422,0.462215,0.100223,20.32258
10-05-2020,2,8,0,0,32,1262,40,54,27,44,-0.41561,0.431946,0.639136,20.32258
17-05-2020,2,16,0,0,35,1422,46,0,19,44,0.496446,0.620978,-0.03727,20.32258
24-05-2020,2,39,0,39,43,1305,41,0,25,14,0.415607,-0.43195,-0.63914,20.32258
31-05-2020,2,12,21,0,50,1401,49,79,18,23,0.415607,-0.43195,-0.63914,6.503226
07-06-2020,2,0,0,53,13,2260,42,0,25,14,0.415607,-0.43195,-0.63914,4.2
14-06-2020,2,29,18,0,23,2536,38,0,26,32,0.415607,-0.43195,-0.63914,4.2
21-06-2020,3,11,13,0,18,1980,42,0,17,38,-0.90775,0.529753,0.258209,4.2
28-06-2020,3,16,0,0,0,2437,40,0,26,28,-0.41561,0.431946,0.639136,15.73548
05-07-2020,3,17,18,0,34,4501,44,0,27,23,-0.41561,0.431946,0.639136,24.3871
12-07-2020,3,0,0,0,38,7459,40,0,30,0,-0.41561,0.431946,0.639136,24.3871
19-07-2020,3,11,18,28,17,8090,44,42,27,15,-0.41561,0.431946,0.639136,24.3871
26-07-2020,3,19,16,0,55,8886,43,0,25,22,-0.41561,0.431946,0.639136,36.58065
02-08-2020,3,21,0,0,51,9855,41,0,22,10,0.044792,0.108978,0.426204,109.7419
09-08-2020,3,13,30,46,69,10208,39,0,19,8,-0.95684,-0.29801,0.250201,109.7419
16-08-2020,3,7,34,0,57,11664,44,0,26,34,-0.41561,0.431946,0.639136,109.7419
23-08-2020,3,19,27,0,64,18014,40,0,33,26,-0.41561,0.431946,0.639136,109.7419
30-08-2020,3,30,0,0,43,27854,34,0,21,27,0.044792,0.108978,0.426204,1914.355
06-09-2020,3,13,0,0,35,29040,34,0,31,30,-0.41561,0.431946,0.639136,2636.2
13-09-2020,3,34,43,40,50,24244,36,0,28,8,-0.41561,0.431946,0.639136,2636.2
20-09-2020,4,23,13,0,43,21078,35,38,29,36,-0.90775,0.529753,0.258209,2636.2
27-09-2020,4,31,28,33,44,18327,39,0,33,20,0.585061,0.590708,0.501644,7493.142
04-10-2020,4,26,22,0,63,18303,36,32,35,31,-0.41561,0.431946,0.639136,13969.06
11-10-2020,4,52,30,0,53,18706,37,0,31,25,-0.41561,0.431946,0.639136,13969.06
18-10-2020,4,29,0,0,65,24192,41,0,31,30,0.496446,0.620978,-0.03727,13969.06
25-10-2020,4,19,22,0,70,40498,46,0,58,28,0.585061,0.590708,0.501644,13969.06
01-11-2020,4,38,32,0,60,48207,40,0,39,18,-0.46471,-0.39582,0.631128,20010.2
08-11-2020,4,47,27,0,55,53396,37,58,42,51,-0.41561,0.431946,0.639136,20010.2
15-11-2020,4,53,45,0,95,57599,67,0,56,38,1.04546,0.267741,0.288712,20010.2
22-11-2020,4,30,15,0,75,54381,81,0,53,78,-0.90775,0.529753,0.258209,20010.2
29-11-2020,4,40,25,0,76,43692,54,0,57,47,0.044792,0.108978,0.426204,39713.33
